Postcode,Price,CouncilArea,Suburb,Rooms,BuildingArea,Type,Bedroom2,Bathroom,YearBuilt,Car,Distance,Landsize,zipcode,airbnb_price_mean,airbnb_record_count,airbnb_weekly_price_mean,airbnb_monthly_price_mean,airbnb_review_scores_rating_mean,airbnb_minimum_nights_mean,airbnb_maximum_nights_mean
3067.0,1135000.0,Yarra,Abbotsford,2,128.0,h,2.0,2.0,1920.0,2.0,2.5,98.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,95.28846153846153,4.093023255813954,745.1511627906976
3067.0,1290000.0,Yarra,Abbotsford,3,124.0,h,3.0,1.0,1950.0,1.0,2.5,168.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,95.28846153846153,4.093023255813954,745.1511627906976
3067.0,1180000.0,Yarra,Abbotsford,2,91.0,h,2.0,1.0,1900.0,0.0,2.5,162.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,95.28846153846153,4.093023255813954,745.1511627906976
3067.0,1195000.0,Yarra,Abbotsford,3,128.0,h,3.0,2.0,1998.0,1.0,2.5,120.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,95.28846153846153,4.093023255813954,745.1511627906976
3067.0,1012500.0,Yarra,Abbotsford,2,82.0,h,2.0,1.0,1900.0,0.0,2.5,182.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,95.28846153846153,4.093023255813954,745.1511627906976
3067.0,1030000.0,Yarra,Abbotsford,2,81.0,h,2.0,1.0,1930.0,1.0,2.5,172.0,3067.0,130.62403100775194,258.0,605.1521739130435,2187.032258064516,95.28846153846153,4.093023255813954,745.1511627906976
3042.0,730000.0,Moonee Valley,Airport West,3,145.0,h,3.0,2.0,1965.0,1.0,13.5,0.0,3042.0,81.57142857142857,35.0,568.2,1800.75,95.51851851851852,2.3714285714285714,1011.0
3042.0,770000.0,Moonee Valley,Airport West,3,145.0,h,3.0,2.0,1965.0,1.0,13.5,0.0,3042.0,81.57142857142857,35.0,568.2,1800.75,95.51851851851852,2.3714285714285714,1011.0
3042.0,603000.0,Moonee Valley,Airport West,2,84.0,h,2.0,1.0,1950.0,1.0,13.5,272.0,3042.0,81.57142857142857,35.0,568.2,1800.75,95.51851851851852,2.3714285714285714,1011.0
3042.0,600000.0,Moonee Valley,Airport West,3,116.0,h,2.0,1.0,1980.0,1.0,13.5,290.0,3042.0,81.57142857142857,35.0,568.2,1800.75,95.51851851851852,2.3714285714285714,1011.0
3042.0,805000.0,Moonee Valley,Airport West,3,105.0,h,3.0,1.0,1950.0,1.0,13.5,0.0,3042.0,81.57142857142857,35.0,568.2,1800.75,95.51851851851852,2.3714285714285714,1011.0
3042.0,830000.0,Moonee Valley,Airport West,3,113.0,h,3.0,1.0,1960.0,2.0,13.5,971.0,3042.0,81.57142857142857,35.0,568.2,1800.75,95.51851851851852,2.3714285714285714,1011.0
3042.0,675000.0,Moonee Valley,Airport West,2,100.0,h,2.0,1.0,1975.0,1.0,13.5,612.0,3042.0,81.57142857142857,35.0,568.2,1800.75,95.51851851851852,2.3714285714285714,1011.0
3042.0,1042000.0,Moonee Valley,Airport West,3,174.0,h,3.0,2.0,1950.0,5.0,13.5,612.0,3042.0,81.57142857142857,35.0,568.2,1800.75,95.51851851851852,2.3714285714285714,1011.0
3042.0,773000.0,Moonee Valley,Airport West,4,309.0,h,5.0,3.0,1980.0,4.0,13.5,531.0,3042.0,81.57142857142857,35.0,568.2,1800.75,95.51851851851852,2.3714285714285714,1011.0
3042.0,810000.0,Moonee Valley,Airport West,3,192.0,h,3.0,3.0,1980.0,2.0,13.5,555.0,3042.0,81.57142857142857,35.0,568.2,1800.75,95.51851851851852,2.3714285714285714,1011.0
3042.0,715000.0,Moonee Valley,Airport West,3,126.0,h,3.0,2.0,1995.0,2.0,13.5,422.0,3042.0,81.57142857142857,35.0,568.2,1800.75,95.51851851851852,2.3714285714285714,1011.0
3042.0,685000.0,Moonee Valley,Airport West,3,113.0,h,3.0,1.0,1975.0,1.0,13.5,579.0,3042.0,81.57142857142857,35.0,568.2,1800.75,95.51851851851852,2.3714285714285714,1011.0
3042.0,900000.0,Moonee Valley,Airport West,4,146.0,h,4.0,2.0,1975.0,3.0,13.5,628.0,3042.0,81.57142857142857,35.0,568.2,1800.75,95.51851851851852,2.3714285714285714,1011.0
3206.0,1275000.0,Port Phillip,Albert Park,2,82.0,h,2.0,1.0,1900.0,0.0,3.3,120.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3206.0,2850000.0,Port Phillip,Albert Park,3,198.0,h,3.0,2.0,1890.0,0.0,3.3,211.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3206.0,1850000.0,Port Phillip,Albert Park,3,133.0,h,3.0,2.0,1890.0,0.0,3.3,128.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3206.0,1436000.0,Port Phillip,Albert Park,2,81.0,h,2.0,1.0,1900.0,0.0,3.3,130.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3206.0,2300000.0,Port Phillip,Albert Park,4,180.0,h,4.0,2.0,1880.0,1.0,3.3,153.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3206.0,1800000.0,Port Phillip,Albert Park,3,159.0,h,3.0,2.0,1996.0,1.0,3.3,132.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3206.0,2120000.0,Port Phillip,Albert Park,2,107.0,h,2.0,1.0,1900.0,1.0,3.3,199.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3206.0,1800000.0,Port Phillip,Albert Park,3,122.0,h,3.0,2.0,1900.0,1.0,3.3,90.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3206.0,2615000.0,Port Phillip,Albert Park,3,181.0,h,3.0,2.0,1880.0,1.0,3.3,177.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3206.0,1370000.0,Port Phillip,Albert Park,3,85.0,h,3.0,2.0,2000.0,2.0,3.3,0.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3206.0,1322500.0,Port Phillip,Albert Park,2,98.0,h,2.0,1.0,1890.0,0.0,3.3,149.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3206.0,1562500.0,Port Phillip,Albert Park,2,83.0,h,2.0,1.0,1890.0,0.0,3.3,141.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3206.0,2000000.0,Port Phillip,Albert Park,3,147.0,h,3.0,2.0,1900.0,1.0,3.3,211.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3206.0,3010000.0,Port Phillip,Albert Park,3,146.0,h,3.0,2.0,1890.0,0.0,3.3,147.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3206.0,2800000.0,Port Phillip,Albert Park,4,254.0,h,4.0,3.0,1910.0,1.0,3.3,327.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3206.0,2100000.0,Port Phillip,Albert Park,3,123.0,h,2.0,1.0,1900.0,1.0,3.3,120.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3206.0,2000000.0,Port Phillip,Albert Park,3,131.0,h,3.0,1.0,1890.0,1.0,3.3,238.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3206.0,2140000.0,Port Phillip,Albert Park,4,145.0,h,3.0,2.0,1880.0,1.0,3.3,183.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3206.0,980000.0,Port Phillip,Albert Park,2,68.0,h,2.0,1.0,1890.0,0.0,3.3,79.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3206.0,1740000.0,Port Phillip,Albert Park,3,134.0,h,3.0,2.0,1890.0,2.0,3.3,147.0,3206.0,229.41803278688525,122.0,1187.4,3734.0,96.36082474226804,6.016393442622951,723.360655737705
3078.0,2000000.0,Darebin,Alphington,4,263.0,h,3.0,2.0,1930.0,4.0,6.4,853.0,3078.0,111.20270270270271,74.0,605.0,2233.875,93.40677966101696,3.9864864864864864,647.7432432432432
3078.0,1717500.0,Darebin,Alphington,4,203.0,h,4.0,2.0,1925.0,1.0,6.4,599.0,3078.0,111.20270270270271,74.0,605.0,2233.875,93.40677966101696,3.9864864864864864,647.7432432432432
3078.0,2840000.0,Darebin,Alphington,5,165.0,h,5.0,4.0,1910.0,4.0,6.4,809.0,3078.0,111.20270270270271,74.0,605.0,2233.875,93.40677966101696,3.9864864864864864,647.7432432432432
3078.0,1830000.0,Darebin,Alphington,4,112.0,h,4.0,2.0,1970.0,2.0,6.4,606.0,3078.0,111.20270270270271,74.0,605.0,2233.875,93.40677966101696,3.9864864864864864,647.7432432432432
3078.0,2100000.0,Darebin,Alphington,4,271.0,h,4.0,2.0,2008.0,2.0,6.4,575.0,3078.0,111.20270270270271,74.0,605.0,2233.875,93.40677966101696,3.9864864864864864,647.7432432432432
3078.0,865000.0,Darebin,Alphington,3,131.0,h,3.0,1.0,2010.0,1.0,6.4,180.0,3078.0,111.20270270270271,74.0,605.0,2233.875,93.40677966101696,3.9864864864864864,647.7432432432432
3078.0,1900000.0,Yarra,Alphington,4,272.0,h,4.0,2.0,1930.0,2.0,6.4,556.0,3078.0,111.20270270270271,74.0,605.0,2233.875,93.40677966101696,3.9864864864864864,647.7432432432432
3078.0,1950000.0,Darebin,Alphington,4,210.0,h,4.0,2.0,1920.0,3.0,6.4,589.0,3078.0,111.20270270270271,74.0,605.0,2233.875,93.40677966101696,3.9864864864864864,647.7432432432432
3018.0,520000.0,Hobsons Bay,Altona,3,242.0,h,3.0,2.0,2015.0,1.0,13.8,352.0,3018.0,85.62162162162163,37.0,732.5,1550.5,94.96774193548387,2.918918918918919,476.35135135135135
3018.0,1525000.0,Hobsons Bay,Altona,5,268.0,h,5.0,3.0,2005.0,3.0,13.8,729.0,3018.0,85.62162162162163,37.0,732.5,1550.5,94.96774193548387,2.918918918918919,476.35135135135135
3018.0,1120000.0,Hobsons Bay,Altona,3,120.0,h,3.0,1.0,1930.0,2.0,13.8,506.0,3018.0,85.62162162162163,37.0,732.5,1550.5,94.96774193548387,2.918918918918919,476.35135135135135
3018.0,660000.0,Hobsons Bay,Altona,3,123.0,h,3.0,1.0,1955.0,1.0,13.8,602.0,3018.0,85.62162162162163,37.0,732.5,1550.5,94.96774193548387,2.918918918918919,476.35135135135135
3018.0,845000.0,Hobsons Bay,Altona,4,130.0,h,4.0,1.0,1950.0,2.0,13.8,745.0,3018.0,85.62162162162163,37.0,732.5,1550.5,94.96774193548387,2.918918918918919,476.35135135135135
3018.0,678000.0,Hobsons Bay,Altona,3,87.0,h,3.0,1.0,1950.0,2.0,13.8,606.0,3018.0,85.62162162162163,37.0,732.5,1550.5,94.96774193548387,2.918918918918919,476.35135135135135
3018.0,840000.0,Hobsons Bay,Altona,3,136.0,h,3.0,2.0,1965.0,2.0,13.8,534.0,3018.0,85.62162162162163,37.0,732.5,1550.5,94.96774193548387,2.918918918918919,476.35135135135135
3018.0,857000.0,Hobsons Bay,Altona,2,100.0,h,2.0,2.0,1950.0,1.0,13.8,675.0,3018.0,85.62162162162163,37.0,732.5,1550.5,94.96774193548387,2.918918918918919,476.35135135135135
3018.0,535600.0,Hobsons Bay,Altona,2,91.0,h,2.0,1.0,1996.0,1.0,13.8,154.0,3018.0,85.62162162162163,37.0,732.5,1550.5,94.96774193548387,2.918918918918919,476.35135135135135
3025.0,781000.0,Hobsons Bay,Altona North,3,117.0,h,3.0,1.0,1970.0,2.0,11.1,533.0,3025.0,113.76470588235294,17.0,,,97.57142857142857,4.117647058823529,570.8235294117648
3025.0,683000.0,Hobsons Bay,Altona North,3,167.0,h,3.0,1.0,1967.0,2.0,11.1,534.0,3025.0,113.76470588235294,17.0,,,97.57142857142857,4.117647058823529,570.8235294117648
3025.0,720000.0,Hobsons Bay,Altona North,3,130.0,h,3.0,2.0,2012.0,1.0,11.1,0.0,3025.0,113.76470588235294,17.0,,,97.57142857142857,4.117647058823529,570.8235294117648
3025.0,588000.0,Hobsons Bay,Altona North,3,118.0,h,3.0,1.0,1970.0,1.0,11.1,328.0,3025.0,113.76470588235294,17.0,,,97.57142857142857,4.117647058823529,570.8235294117648
3025.0,710000.0,Hobsons Bay,Altona North,3,116.0,h,3.0,1.0,1960.0,3.0,11.1,540.0,3025.0,113.76470588235294,17.0,,,97.57142857142857,4.117647058823529,570.8235294117648
3025.0,875000.0,Hobsons Bay,Altona North,4,169.0,h,3.0,1.0,1965.0,4.0,11.1,559.0,3025.0,113.76470588235294,17.0,,,97.57142857142857,4.117647058823529,570.8235294117648
3025.0,675000.0,Hobsons Bay,Altona North,3,109.0,h,3.0,2.0,2012.0,2.0,11.1,171.0,3025.0,113.76470588235294,17.0,,,97.57142857142857,4.117647058823529,570.8235294117648
3025.0,708000.0,Hobsons Bay,Altona North,3,97.0,h,3.0,1.0,1960.0,2.0,11.1,585.0,3025.0,113.76470588235294,17.0,,,97.57142857142857,4.117647058823529,570.8235294117648
3025.0,693000.0,Hobsons Bay,Altona North,4,170.0,h,4.0,2.0,2008.0,4.0,11.1,315.0,3025.0,113.76470588235294,17.0,,,97.57142857142857,4.117647058823529,570.8235294117648
3025.0,620000.0,Hobsons Bay,Altona North,3,100.0,h,5.0,2.0,2010.0,2.0,11.1,276.0,3025.0,113.76470588235294,17.0,,,97.57142857142857,4.117647058823529,570.8235294117648
3025.0,728500.0,Hobsons Bay,Altona North,3,157.0,h,3.0,1.0,1960.0,1.0,11.1,531.0,3025.0,113.76470588235294,17.0,,,97.57142857142857,4.117647058823529,570.8235294117648
3025.0,931000.0,Hobsons Bay,Altona North,3,160.0,h,3.0,2.0,1950.0,1.0,11.1,590.0,3025.0,113.76470588235294,17.0,,,97.57142857142857,4.117647058823529,570.8235294117648
3025.0,815000.0,Hobsons Bay,Altona North,3,130.0,h,3.0,2.0,1960.0,3.0,11.1,555.0,3025.0,113.76470588235294,17.0,,,97.57142857142857,4.117647058823529,570.8235294117648
3025.0,1200000.0,Hobsons Bay,Altona North,4,158.0,h,4.0,1.0,1960.0,4.0,11.1,633.0,3025.0,113.76470588235294,17.0,,,97.57142857142857,4.117647058823529,570.8235294117648
3143.0,1939000.0,Stonnington,Armadale,3,150.0,h,3.0,2.0,1889.0,2.0,6.3,296.0,3143.0,192.46376811594203,69.0,743.1818181818181,3130.5,95.83333333333333,3.072463768115942,11286.159420289856
3143.0,1870000.0,Stonnington,Armadale,3,116.0,h,3.0,1.0,1888.0,1.0,6.3,217.0,3143.0,192.46376811594203,69.0,743.1818181818181,3130.5,95.83333333333333,3.072463768115942,11286.159420289856
3143.0,2050000.0,Stonnington,Armadale,3,116.0,h,3.0,2.0,1910.0,1.0,6.3,205.0,3143.0,192.46376811594203,69.0,743.1818181818181,3130.5,95.83333333333333,3.072463768115942,11286.159420289856
3143.0,1210000.0,Stonnington,Armadale,2,96.0,h,2.0,1.0,1910.0,0.0,6.3,249.0,3143.0,192.46376811594203,69.0,743.1818181818181,3130.5,95.83333333333333,3.072463768115942,11286.159420289856
3143.0,2801000.0,Stonnington,Armadale,4,222.0,h,4.0,2.0,1900.0,2.0,6.3,624.0,3143.0,192.46376811594203,69.0,743.1818181818181,3130.5,95.83333333333333,3.072463768115942,11286.159420289856
3143.0,1800000.0,Stonnington,Armadale,3,121.0,h,3.0,2.0,1910.0,2.0,6.3,405.0,3143.0,192.46376811594203,69.0,743.1818181818181,3130.5,95.83333333333333,3.072463768115942,11286.159420289856
3143.0,2200000.0,Stonnington,Armadale,4,163.0,h,4.0,1.0,1900.0,2.0,6.3,495.0,3143.0,192.46376811594203,69.0,743.1818181818181,3130.5,95.83333333333333,3.072463768115942,11286.159420289856
3143.0,1300000.0,Stonnington,Armadale,3,106.0,h,2.0,1.0,1900.0,2.0,6.3,212.0,3143.0,192.46376811594203,69.0,743.1818181818181,3130.5,95.83333333333333,3.072463768115942,11286.159420289856
3143.0,1900000.0,Stonnington,Armadale,3,108.0,h,3.0,1.0,1900.0,2.0,6.3,328.0,3143.0,192.46376811594203,69.0,743.1818181818181,3130.5,95.83333333333333,3.072463768115942,11286.159420289856
3143.0,1285000.0,Stonnington,Armadale,3,80.0,h,3.0,1.0,1920.0,2.0,6.3,186.0,3143.0,192.46376811594203,69.0,743.1818181818181,3130.5,95.83333333333333,3.072463768115942,11286.159420289856
3143.0,3512500.0,Stonnington,Armadale,3,285.0,h,3.0,2.0,1998.0,2.0,6.3,617.0,3143.0,192.46376811594203,69.0,743.1818181818181,3130.5,95.83333333333333,3.072463768115942,11286.159420289856
3032.0,940000.0,Moonee Valley,Ascot Vale,3,108.0,h,3.0,1.0,1920.0,2.0,5.9,298.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,1380000.0,Moonee Valley,Ascot Vale,3,174.0,h,3.0,2.0,1910.0,2.0,5.9,277.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,1850000.0,Moonee Valley,Ascot Vale,4,270.0,h,4.0,3.0,1900.0,1.0,5.9,478.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,971000.0,Moonee Valley,Ascot Vale,3,128.0,h,3.0,2.0,1900.0,2.0,5.9,285.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,710000.0,Moonee Valley,Ascot Vale,2,77.0,h,2.0,1.0,1890.0,1.0,5.9,214.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,750000.0,Moonee Valley,Ascot Vale,2,92.0,h,2.0,1.0,1920.0,1.0,5.9,226.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,1053000.0,Moonee Valley,Ascot Vale,2,109.0,h,2.0,1.0,1900.0,1.0,5.9,269.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,1377000.0,Moonee Valley,Ascot Vale,3,168.0,h,3.0,1.0,1900.0,1.0,5.9,417.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,970000.0,Moonee Valley,Ascot Vale,3,125.0,h,3.0,1.0,1904.0,2.0,5.9,350.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,751000.0,Moonee Valley,Ascot Vale,2,79.0,h,2.0,1.0,1890.0,1.0,5.9,118.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,950000.0,Moonee Valley,Ascot Vale,2,102.0,h,2.0,1.0,1900.0,1.0,5.9,173.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,1230000.0,Moonee Valley,Ascot Vale,3,148.0,h,4.0,1.0,1960.0,2.0,5.9,594.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,770000.0,Moonee Valley,Ascot Vale,2,87.0,h,2.0,1.0,1900.0,1.0,5.9,226.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,890000.0,Moonee Valley,Ascot Vale,4,185.0,h,4.0,1.0,1890.0,1.0,5.9,300.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,1440000.0,Moonee Valley,Ascot Vale,3,131.0,h,3.0,1.0,1900.0,1.0,5.9,487.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,1000000.0,Moonee Valley,Ascot Vale,3,120.0,h,3.0,2.0,1955.0,2.0,5.9,440.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,1435000.0,Moonee Valley,Ascot Vale,3,147.0,h,3.0,2.0,1950.0,2.0,5.9,532.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,1425000.0,Moonee Valley,Ascot Vale,3,139.0,h,3.0,2.0,1920.0,2.0,5.9,495.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,1340000.0,Moonee Valley,Ascot Vale,4,232.0,h,3.0,2.0,1978.0,2.0,5.9,683.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,955000.0,Moonee Valley,Ascot Vale,3,117.0,h,3.0,1.0,1910.0,1.0,5.9,263.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,1100000.0,Moonee Valley,Ascot Vale,4,195.0,h,4.0,2.0,1920.0,5.0,5.9,559.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,1640000.0,Moonee Valley,Ascot Vale,4,204.0,h,4.0,3.0,1890.0,2.0,5.9,562.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,940000.0,Moonee Valley,Ascot Vale,3,127.0,h,3.0,3.0,1950.0,1.0,5.9,491.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,890000.0,Moonee Valley,Ascot Vale,3,110.0,h,3.0,1.0,1920.0,1.0,5.9,242.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,1180000.0,Moonee Valley,Ascot Vale,3,149.0,h,3.0,2.0,1930.0,2.0,5.9,617.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,1480000.0,Moonee Valley,Ascot Vale,4,180.0,h,4.0,2.0,1939.0,2.0,5.9,597.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,1037500.0,Moonee Valley,Ascot Vale,3,110.0,h,3.0,1.0,1920.0,2.0,5.9,506.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,1430000.0,Moonee Valley,Ascot Vale,4,158.0,h,4.0,2.0,1900.0,0.0,5.9,418.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
3032.0,1130000.0,Moonee Valley,Ascot Vale,3,157.0,h,3.0,2.0,1900.0,1.0,5.9,272.0,3032.0,111.61363636363636,176.0,469.8666666666667,1677.9166666666667,94.29411764705883,14.176136363636363,733.8352272727273
